positive_prob,confidence,negative_prob,sentiment
0.975825,0.946278,0.024175,2
0.796003,0.546674,0.203997,2
0.0423595,0.905868,0.957641,0
0.90276,0.783911,0.09724,2
0.0595014,0.867775,0.940499,0
0.559782,0.0217383,0.440218,2
0.169231,0.623932,0.830769,0
0.151864,0.662525,0.848136,0
0.125754,0.720547,0.874246,0
0.929835,0.844078,0.0701649,2
0.19928,0.557155,0.80072,0
0.148689,0.66958,0.851311,0
positive_prob,confidence,negative_prob,sentiment
0.33597,0.253401,0.66403,0
0.27388,0.391377,0.72612,0
0.0395086,0.912203,0.960491,0
0.360042,0.199905,0.639957,0
0.528773,0.424542,0.471227,1
0.448294,0.00379072,0.551706,0
0.29148,0.352267,0.70852,0
0.877257,0.727238,0.122743,2
0.15895,0.646778,0.84105,0
0.0169741,0.96228,0.983026,0
0.155943,0.65346,0.844057,0
0.469663,0.393264,0.530337,1
0.575027,0.0556151,0.424973,2
0.0123333,0.972593,0.987667,0
0.150326,0.665942,0.849674,0
0.0374597,0.916756,0.96254,0
0.15493,0.655711,0.84507,0
0.00674292,0.985016,0.993257,0
0.00406215,0.990973,0.995938,0
0.03932,0.912622,0.96068,0
0.462492,0.249833,0.537508,1
0.633732,0.18607,0.366268,2
0.144969,0.677846,0.855031,0
0.675117,0.278038,0.324883,2
0.0426151,0.9053,0.957385,0
0.512161,0.756779,0.487839,1
0.344523,0.234392,0.655477,0
0.169254,0.62388,0.830746,0
0.233674,0.480725,0.766326,0
0.12479,0.722689,0.87521,0
0.976947,0.948772,0.0230526,2
0.594607,0.0991272,0.405393,2
0.559014,0.020031,0.440986,2
0.867728,0.706061,0.132272,2
0.0719992,0.840002,0.928001,0
0.443439,0.0145812,0.556562,0
0.0259619,0.942307,0.974038,0
0.487572,0.751439,0.512428,1
0.297834,0.338146,0.702166,0
0.215896,0.520231,0.784104,0
0.628926,0.175391,0.371074,2
0.199206,0.557321,0.800794,0
0.195831,0.56482,0.804169,0
0.383065,0.148744,0.616935,0
0.163276,0.637165,0.836724,0
0.482758,0.655153,0.517242,1
0.0220901,0.950911,0.97791,0
0.0961133,0.786415,0.903887,0
0.12479,0.722689,0.87521,0
0.400515,0.109966,0.599485,0
0.518576,0.628488,0.481424,1
0.0215858,0.952032,0.978414,0
0.542701,0.145974,0.457299,1
0.0829677,0.815627,0.917032,0
0.0102741,0.977169,0.989726,0
0.675174,0.278164,0.324826,2
0.0624428,0.861238,0.937557,0
0.0755042,0.832213,0.924496,0
0.250298,0.443782,0.749702,0
0.372279,0.172713,0.627721,0
0.0150377,0.966583,0.984962,0
0.0141488,0.968558,0.985851,0
0.307689,0.316247,0.692311,0
0.808899,0.57533,0.191102,2
0.0118739,0.973613,0.988126,0
0.569044,0.0423201,0.430956,2
0.218057,0.515429,0.781943,0
0.77068,0.490399,0.22932,2
0.67105,0.268999,0.328951,2
0.31661,0.296423,0.68339,0
0.897578,0.772396,0.102422,2
0.125592,0.720907,0.874408,0
0.0191564,0.95743,0.980844,0
0.895387,0.767526,0.104613,2
0.256532,0.429928,0.743468,0
0.00747334,0.983393,0.992527,0
0.00883343,0.98037,0.991167,0
0.115678,0.742938,0.884322,0
0.146173,0.67517,0.853827,0
0.0138519,0.969218,0.986148,0
0.0787076,0.825094,0.921292,0
0.0585795,0.869823,0.94142,0
0.312616,0.305297,0.687384,0
0.383939,0.146801,0.616061,0
0.0719992,0.840002,0.928001,0
0.0637016,0.858441,0.936298,0
0.0153737,0.965836,0.984626,0
0.787358,0.527462,0.212642,2
0.72861,0.396912,0.27139,2
0.559229,0.0205078,0.440772,2
0.596612,0.103582,0.403388,2
0.165473,0.632282,0.834527,0
0.789485,0.532188,0.210516,2
0.144372,0.679172,0.855628,0
0.432378,0.03916,0.567622,0
0.059726,0.867276,0.940274,0
0.006137,0.986362,0.993863,0
0.00748683,0.983363,0.992513,0
0.495703,0.914064,0.504297,1
0.206579,0.540936,0.793421,0
0.959293,0.909539,0.0407072,2
0.167155,0.628546,0.832846,0
0.853221,0.673826,0.146779,2
0.853038,0.673419,0.146962,2
0.404054,0.102102,0.595946,0
0.417591,0.0720202,0.582409,0
0.253536,0.436587,0.746464,0
0.580653,0.0681187,0.419347,2
0.128527,0.714384,0.871473,0
0.955786,0.901746,0.0442143,2
0.454775,0.0955021,0.545225,1
0.789291,0.531757,0.210709,2
0.202826,0.549276,0.797174,0
0.18298,0.593379,0.81702,0
0.376933,0.162371,0.623067,0
0.191668,0.574071,0.808332,0
0.908842,0.797427,0.091158,2
0.686305,0.3029,0.313695,2
0.254605,0.434211,0.745395,0
0.0632827,0.859372,0.936717,0
0.642982,0.206628,0.357018,2
0.318503,0.292215,0.681497,0
0.695533,0.323406,0.304467,2
0.0299624,0.933417,0.970038,0
0.033167,0.926296,0.966833,0
0.350369,0.221402,0.649631,0
0.0145097,0.967756,0.98549,0
0.00143766,0.996805,0.998562,0
0.0882528,0.803883,0.911747,0
0.427952,0.0489958,0.572048,0
0.726526,0.392279,0.273474,2
0.219923,0.511282,0.780077,0
1,1,0,1
0.304499,0.323335,0.695501,0
0.711897,0.359771,0.288103,2
0.474856,0.497128,0.525144,1
0.756604,0.45912,0.243396,2
0.0354646,0.92119,0.964535,0
0.219168,0.51296,0.780832,0
0.047289,0.894913,0.952711,0
0.113677,0.747385,0.886323,0
0.0492481,0.89056,0.950752,0
0.0158293,0.964824,0.984171,0
0.405437,0.0990293,0.594563,0
0.0203421,0.954795,0.979658,0
0.0147377,0.96725,0.985262,0
0.0840285,0.81327,0.915972,0
0.110678,0.754048,0.889322,0
0.305685,0.3207,0.694315,0
0.146483,0.674481,0.853517,0
0.281484,0.374481,0.718516,0
0.0237014,0.94733,0.976299,0
0.6338,0.186221,0.3662,2
0.0517382,0.885026,0.948262,0
0.499542,0.990836,0.500458,1
0.439968,0.0222925,0.560032,0
0.855778,0.679507,0.144222,2
0.400741,0.109465,0.599259,0
0.0517382,0.885026,0.948262,0
0.670049,0.266775,0.329951,2
0.0265351,0.941033,0.973465,0
0.022983,0.948927,0.977017,0
0.421049,0.0643365,0.578951,0
0.149068,0.668738,0.850932,0
0.528768,0.424644,0.471232,1
0.45059,0.0117952,0.54941,1
0.049478,0.890049,0.950522,0
0.667427,0.260949,0.332573,2
0.165298,0.632671,0.834702,0
0.251751,0.440554,0.74825,0
0.656715,0.237144,0.343285,2
0.565746,0.0349903,0.434254,2
0.763431,0.474291,0.236569,2
0.457821,0.156429,0.542179,1
0.874417,0.720926,0.125583,2
0.794879,0.544175,0.205121,2
0.331051,0.26433,0.668949,0
0.0216962,0.951786,0.978304,0
0.716024,0.368942,0.283976,2
0.90391,0.786466,0.0960905,2
0.374898,0.166892,0.625102,0
0.0323962,0.928008,0.967604,0
0.487905,0.758104,0.512095,1
0.0249822,0.944484,0.975018,0
0.122656,0.727431,0.877344,0
0.785434,0.523187,0.214566,2
0.54994,0.00120997,0.45006,1
0.0143446,0.968123,0.985655,0
0.150889,0.66469,0.849111,0
0.0117908,0.973798,0.988209,0
0.0341843,0.924035,0.965816,0
0.0896763,0.800719,0.910324,0
0.422585,0.0609223,0.577415,0
0.0187939,0.958236,0.981206,0
0.697186,0.327079,0.302814,2
0.737611,0.416913,0.262389,2
0.106028,0.764382,0.893972,0
0.170576,0.620943,0.829424,0
0.469597,0.391931,0.530403,1
0.0150644,0.966524,0.984936,0
0.218083,0.515372,0.781917,0
0.761532,0.47007,0.238468,2
0.140009,0.68887,0.859991,0
0.778535,0.507856,0.221465,2
0.504663,0.90675,0.495337,1
0.617064,0.149031,0.382936,2
0.143127,0.681941,0.856873,0
0.813433,0.585408,0.186567,2
0.00174904,0.996113,0.998251,0
0.180287,0.599363,0.819713,0
0.420996,0.0644521,0.579003,0
0.347889,0.226914,0.652111,0
0.124566,0.723188,0.875434,0
0.166769,0.629402,0.833231,0
0.426586,0.0520318,0.573414,0
0.439498,0.0233379,0.560502,0
0.847567,0.661261,0.152433,2
0.0189346,0.957923,0.981065,0
0.818996,0.597768,0.181004,2
0.236561,0.474309,0.763439,0
0.726906,0.393125,0.273094,2
0.469698,0.393959,0.530302,1
0.0909528,0.797883,0.909047,0
0.0276599,0.938534,0.97234,0
0.00321941,0.992846,0.996781,0
0.296988,0.340027,0.703012,0
0.0231683,0.948515,0.976832,0
0.155301,0.654887,0.844699,0
0.147904,0.671325,0.852096,0
0.903685,0.785966,0.0963152,2
0.00767015,0.982955,0.99233,0
0.0861701,0.808511,0.91383,0
0.809959,0.577687,0.190041,2
0.904988,0.788861,0.0950124,2
0.229572,0.489841,0.770428,0
0.696117,0.324705,0.303883,2
0.384106,0.14643,0.615894,0
0.360936,0.19792,0.639064,0
0.457439,0.148774,0.542561,1
0.014595,0.967567,0.985405,0
0.0223156,0.95041,0.977684,0
0.448855,0.00254472,0.551145,0
0.29352,0.347734,0.70648,0
0.80128,0.5584,0.19872,2
0.957327,0.905171,0.0426732,2
0.174699,0.61178,0.825301,0
0.493833,0.876667,0.506167,1
0.589011,0.0866919,0.410989,2
0.0207591,0.953869,0.979241,0
0.216292,0.51935,0.783708,0
0.0305085,0.932203,0.969491,0
0.00497426,0.988946,0.995026,0
positive_prob,confidence,negative_prob,sentiment
0.0705128,0.843305,0.929487,0
0.774636,0.499192,0.225364,2
0.234034,0.479923,0.765966,0
0.629799,0.17733,0.370201,2
0.021717,0.95174,0.978283,0
0.115149,0.744112,0.884851,0
0.0512907,0.886021,0.948709,0
0.12004,0.733245,0.87996,0
0.892814,0.761808,0.107186,2
0.942212,0.871582,0.057788,2
0.894366,0.765257,0.105634,2
0.0379824,0.915595,0.962018,0
0.0541237,0.879725,0.945876,0
0.631525,0.181167,0.368475,2
0.534513,0.309739,0.465487,1
0.18951,0.578866,0.81049,0
0.0747758,0.833832,0.925224,0
0.0155511,0.965442,0.984449,0
0.192229,0.572824,0.807771,0
0.397843,0.115904,0.602157,0
0.0888103,0.802644,0.91119,0
0.284896,0.366897,0.715104,0
0.812129,0.58251,0.187871,2
0.506171,0.876572,0.493829,1
0.814129,0.586953,0.185871,2
0.00351878,0.992181,0.996481,0
0.529693,0.406133,0.470307,1
0.0236126,0.947528,0.976387,0
0.00335579,0.992543,0.996644,0
0.086219,0.808402,0.913781,0
0.92898,0.842177,0.0710203,2
0.143222,0.681729,0.856778,0
0.0152696,0.966067,0.98473,0
0.0583403,0.870355,0.94166,0
0.327106,0.273097,0.672894,0
0.0594543,0.867879,0.940546,0
0.279512,0.378862,0.720488,0
0.229645,0.489677,0.770355,0
0.138627,0.691939,0.861373,0
0.756361,0.458579,0.243639,2
0.441805,0.0182119,0.558195,0
0.513006,0.739882,0.486994,1
0.410543,0.0876816,0.589457,0
0.934381,0.85418,0.0656191,2
0.555782,0.0128493,0.444218,2
0.294211,0.346198,0.705789,0
0.00687785,0.984716,0.993122,0
0.886964,0.748809,0.113036,2
0.0174023,0.961328,0.982598,0
0.349434,0.223479,0.650566,0
0.724144,0.386987,0.275856,2
0.284726,0.367276,0.715274,0
0.11379,0.747134,0.88621,0
0.409277,0.0904947,0.590723,0
0.0516269,0.885273,0.948373,0
0.1172,0.739555,0.8828,0
0.0020331,0.995482,0.997967,0
0.00153747,0.996583,0.998462,0
0.0598542,0.866991,0.940146,0
0.0660781,0.85316,0.933922,0
0.104957,0.766763,0.895043,0
0.632237,0.182749,0.367763,2
0.714531,0.365626,0.285469,2
0.16028,0.643823,0.83972,0
0.824712,0.610472,0.175288,2
0.321035,0.286588,0.678965,0
0.158552,0.647663,0.841448,0
0.498396,0.967913,0.501604,1
0.0617259,0.862831,0.938274,0
0.157039,0.651024,0.842961,0
0.427699,0.0495587,0.572301,0
0.00737063,0.983621,0.992629,0
0.08809,0.804244,0.91191,0
0.145315,0.677078,0.854685,0
0.702089,0.337975,0.297911,2
0.7563,0.458444,0.2437,2
0.605843,0.124096,0.394157,2
0.440352,0.0214403,0.559648,0
0.0217586,0.951648,0.978241,0
0.169357,0.623651,0.830643,0
0.771815,0.492922,0.228185,2
0.779244,0.509431,0.220756,2
0.0687043,0.847324,0.931296,0
0.426126,0.0530544,0.573874,0
0.662483,0.249963,0.337517,2
0.943555,0.874567,0.0564449,2
0.00368107,0.99182,0.996319,0
0.0384437,0.914569,0.961556,0
0.00483898,0.989247,0.995161,0
0.0105762,0.976497,0.989424,0
0.937638,0.861418,0.062362,2
0.449004,0.00221239,0.550996,0
0.4649,0.298005,0.5351,1
0.0119839,0.973369,0.988016,0
0.79239,0.538643,0.20761,2
0.73218,0.404844,0.26782,2
0.232013,0.484416,0.767987,0
0.0646571,0.856318,0.935343,0
0.780143,0.511429,0.219857,2
0.0326716,0.927397,0.967328,0
0.818369,0.596375,0.181631,2
0.0807104,0.820644,0.91929,0
0.286349,0.363669,0.713651,0
0.337842,0.249241,0.662158,0
0.00761727,0.983073,0.992383,0
0.304989,0.322246,0.695011,0
0.156359,0.652535,0.843641,0
0.107372,0.761396,0.892628,0
0.430308,0.0437608,0.569692,0
0.146123,0.675281,0.853877,0
0.788338,0.529641,0.211662,2
0.0919782,0.795604,0.908022,0
0.0414829,0.907816,0.958517,0
0.0515686,0.885403,0.948431,0
0.711703,0.359339,0.288297,2
0.270569,0.398735,0.729431,0
0.0148705,0.966955,0.98513,0
0.0102388,0.977247,0.989761,0
0.660016,0.244481,0.339984,2
0.120948,0.731226,0.879052,0
0.240515,0.465521,0.759484,0
0.75612,0.458045,0.24388,2
0.313878,0.302493,0.686122,0
0.026896,0.940231,0.973104,0
0.0065598,0.985423,0.99344,0
0.914147,0.809216,0.0858528,2
0.252718,0.438405,0.747282,0
0.561003,0.0244514,0.438997,2
0.37057,0.176512,0.62943,0
0.00326329,0.992748,0.996737,0
0.392381,0.128042,0.607619,0
0.445418,0.0101815,0.554582,0
0.564898,0.0331057,0.435102,2
0.0191148,0.957523,0.980885,0
0.119989,0.733357,0.880011,0
0.49145,0.829004,0.50855,1
0.471104,0.422075,0.528896,1
0.450923,0.0184619,0.549077,1
0.037652,0.916329,0.962348,0
0.122581,0.727597,0.877419,0
0.467832,0.356632,0.532168,1
0.101745,0.7739,0.898255,0
0.0847004,0.811777,0.9153,0
0.04216,0.906311,0.95784,0
0.541934,0.161313,0.458066,1
0.270142,0.399684,0.729858,0
0.0702886,0.843803,0.929711,0
0.618971,0.153269,0.381029,2
0.0290154,0.935521,0.970985,0
0.00665818,0.985204,0.993342,0
0.472404,0.448086,0.527596,1
0.487254,0.745087,0.512746,1
0.0997738,0.77828,0.900226,0
0.544124,0.117524,0.455876,1
0.825106,0.611346,0.174894,2
0.000596833,0.998674,0.999403,0
0.0105014,0.976664,0.989499,0
0.0341622,0.924084,0.965838,0
0.738872,0.419716,0.261128,2
0.627631,0.172513,0.372369,2
0.0470613,0.895419,0.952939,0
0.011084,0.975369,0.988916,0
0.191759,0.573869,0.808241,0
0.543283,0.134345,0.456717,1
0.0024425,0.994572,0.997558,0
0.183085,0.593144,0.816915,0
0.572283,0.0495186,0.427717,2
0.405982,0.0978178,0.594018,0
0.460278,0.205569,0.539722,1
0.0169485,0.962337,0.983052,0
0.0203574,0.954761,0.979643,0
0.311446,0.307897,0.688554,0
0.227344,0.494792,0.772656,0
0.553978,0.00884016,0.446022,2
0.161828,0.640382,0.838172,0
0.114217,0.746184,0.885783,0
0.219326,0.512609,0.780674,0
0.780761,0.512802,0.219239,2
0.478877,0.577546,0.521123,1
0.939904,0.866453,0.0600963,2
0.0448068,0.900429,0.955193,0
0.12074,0.73169,0.87926,0
0.012606,0.971987,0.987394,0
0.483685,0.673706,0.516315,1
0.045949,0.897891,0.954051,0
0.330502,0.26555,0.669498,0
0.0442046,0.901768,0.955795,0
0.0177701,0.960511,0.98223,0
0.400679,0.109603,0.599322,0
0.511113,0.777743,0.488887,1
positive_prob,confidence,negative_prob,sentiment
0.000675504,0.998499,0.999325,0
0.658558,0.24124,0.341442,2
0.747996,0.439991,0.252004,2
0.512068,0.758641,0.487932,1
0.316419,0.296846,0.683581,0
0.152134,0.661924,0.847866,0
0.187436,0.583476,0.812564,0
0.653289,0.22953,0.346711,2
0.907442,0.794315,0.0925582,2
0.11814,0.737466,0.88186,0
0.263046,0.415453,0.736954,0
0.153331,0.659265,0.846669,0
0.84466,0.6548,0.15534,2
0.060012,0.86664,0.939988,0
0.568879,0.0419533,0.431121,2
0.0146339,0.96748,0.985366,0
0.119128,0.735271,0.880872,0
0.851824,0.67072,0.148176,2
0.613145,0.140322,0.386855,2
0.267139,0.406358,0.732861,0
0.255193,0.432905,0.744807,0
0.896608,0.770239,0.103392,2
0.891977,0.75995,0.108023,2
0.177683,0.605148,0.822317,0
0.0600631,0.866527,0.939937,0
0.624336,0.165191,0.375664,2
0.778144,0.506987,0.221856,2
0.0434416,0.903463,0.956558,0
0.188754,0.580548,0.811247,0
0.0120332,0.973259,0.987967,0
0.0949425,0.789017,0.905058,0
0.517433,0.651346,0.482567,1
0.405982,0.097818,0.594018,0
0.725334,0.389631,0.274666,2
0.499775,0.995505,0.500225,1
0.167669,0.627402,0.832331,0
0.143697,0.680672,0.856303,0
0.109229,0.757268,0.890771,0
0.00842368,0.981281,0.991576,0
0.920386,0.82308,0.0796141,2
0.0211399,0.953023,0.97886,0
0.669079,0.264621,0.330921,2
0.0461892,0.897357,0.953811,0
0.148942,0.669017,0.851058,0
0.74403,0.431178,0.25597,2
0.656515,0.236701,0.343485,2
0.977755,0.950567,0.0222448,2
0.555907,0.0131272,0.444093,2
0.811948,0.582107,0.188052,2
0.0288326,0.935928,0.971167,0
0.171217,0.619518,0.828783,0
0.248829,0.447047,0.751171,0
0.636902,0.193115,0.363098,2
0.727012,0.393359,0.272988,2
0.6281,0.173555,0.3719,2
0.49153,0.830595,0.50847,1
0.0932489,0.79278,0.906751,0
0.474549,0.49099,0.525451,1
0.0603052,0.865988,0.939695,0
0.839871,0.644157,0.16013,2
0.130892,0.709129,0.869108,0
0.360973,0.197837,0.639026,0
0.210162,0.532974,0.789838,0
0.476494,0.529883,0.523506,1
0.865617,0.701372,0.134383,2
0.81022,0.578268,0.18978,2
0.150735,0.665033,0.849265,0
0.00652771,0.985494,0.993472,0
0.651734,0.226076,0.348266,2
0.373128,0.170828,0.626872,0
0.0123732,0.972504,0.987627,0
0.900687,0.779303,0.0993135,2
0.139323,0.690394,0.860677,0
0.12422,0.723956,0.87578,0
0.941623,0.870274,0.0583768,2
0.655422,0.234271,0.344578,2
0.127384,0.716925,0.872616,0
0.819505,0.5989,0.180495,2
0.655656,0.234792,0.344344,2
0.0376461,0.916342,0.962354,0
0.0885771,0.803162,0.911423,0
0.226503,0.49666,0.773497,0
0.0591968,0.868451,0.940803,0
0.565503,0.0344511,0.434497,2
0.222894,0.504681,0.777106,0
0.0665978,0.852005,0.933402,0
0.781634,0.514741,0.218366,2
0.170066,0.622077,0.829934,0
0.922925,0.828723,0.0770745,2
0.388828,0.135937,0.611172,0
0.0908459,0.79812,0.909154,0
0.570123,0.0447182,0.429877,2
0.0191433,0.957459,0.980857,0
0.376135,0.164145,0.623865,0
0.876573,0.725717,0.123427,2
0.176423,0.607949,0.823577,0
0.118657,0.736317,0.881343,0
0.485328,0.706553,0.514672,1
0.0507152,0.8873,0.949285,0
0.0118078,0.97376,0.988192,0
0.0552283,0.87727,0.944772,0
0.112716,0.74952,0.887284,0
0.133724,0.702836,0.866276,0
0.0472308,0.895043,0.952769,0
0.834773,0.632828,0.165227,2
0.0198942,0.955791,0.980106,0
0.0782879,0.826027,0.921712,0
0.452721,0.054425,0.547279,1
0.0118685,0.973626,0.988132,0
0.233223,0.481728,0.766777,0
0.632064,0.182364,0.367936,2
0.0131733,0.970726,0.986827,0
0.179104,0.601992,0.820896,0
0.474229,0.48459,0.525771,1
0.037707,0.916207,0.962293,0
0.424971,0.0556196,0.575029,0
0.0773024,0.828217,0.922698,0
0.0958913,0.786908,0.904109,0
0.465649,0.312989,0.534351,1
0.0510111,0.886642,0.948989,0
0.763691,0.474868,0.236309,2
0.0261205,0.941954,0.97388,0
0.0100445,0.977679,0.989956,0
0.0285022,0.936662,0.971498,0
0.00458967,0.989801,0.99541,0
0.77089,0.490867,0.22911,2
0.803055,0.562345,0.196945,2
0.48513,0.702605,0.51487,1
0.0162634,0.963859,0.983737,0
0.021625,0.951944,0.978375,0
0.258011,0.426641,0.741989,0
0.00474458,0.989456,0.995255,0
0.0749086,0.833536,0.925091,0
0.81453,0.587845,0.18547,2
0.143523,0.681061,0.856477,0
0.0181587,0.959647,0.981841,0
0.10829,0.759355,0.89171,0
0.440943,0.0201266,0.559057,0
0.667036,0.26008,0.332964,2
0.417917,0.0712944,0.582083,0
0.73823,0.418288,0.26177,2
0.0271805,0.939599,0.972819,0
0.0739344,0.835701,0.926066,0
0.837376,0.638614,0.162624,2
0.0871398,0.806356,0.91286,0
0.401314,0.108191,0.598686,0
0.915266,0.811701,0.0847344,2
0.101182,0.77515,0.898818,0
0.936518,0.858929,0.0634821,2
0.469397,0.387946,0.530603,1
0.426054,0.0532137,0.573946,0
0.263536,0.414364,0.736464,0
0.12404,0.724355,0.87596,0
0.454749,0.094977,0.545251,1
0.416921,0.0735086,0.583079,0
0.110958,0.753428,0.889042,0
0.0622581,0.861649,0.937742,0
0.0713294,0.84149,0.928671,0
0.847081,0.660181,0.152919,2
0.135303,0.699326,0.864697,0
0.0523935,0.88357,0.947607,0
0.263402,0.414662,0.736598,0
0.0316025,0.929772,0.968398,0
0.697287,0.327305,0.302713,2
0.87314,0.71809,0.12686,2
0.386853,0.140327,0.613147,0
0.118864,0.735857,0.881136,0
0.119808,0.73376,0.880192,0
0.2006,0.554222,0.7994,0
0.00608269,0.986483,0.993917,0
0.51549,0.69021,0.484511,1
0.0103521,0.976995,0.989648,0
0.751423,0.447607,0.248577,2
0.0929355,0.793477,0.907065,0
0.133026,0.704386,0.866974,0
0.825448,0.612108,0.174552,2
0.000739371,0.998357,0.999261,0
0.486624,0.732482,0.513376,1
0.0337205,0.925066,0.96628,0
0.722792,0.383983,0.277208,2
0.0247627,0.944972,0.975237,0
0.121893,0.729127,0.878107,0
0.458398,0.16796,0.541602,1
0.00981831,0.978182,0.990182,0
0.0177574,0.960539,0.982243,0
0.0371064,0.917541,0.962894,0
0.790243,0.533873,0.209757,2
0.0174531,0.961215,0.982547,0
0.904956,0.78879,0.0950444,2
0.526484,0.470315,0.473516,1
0.619978,0.155507,0.380022,2
0.799127,0.553616,0.200873,2
0.767297,0.482883,0.232703,2
0.0613962,0.863564,0.938604,0
0.0227542,0.949435,0.977246,0
0.389992,0.133351,0.610008,0
0.141028,0.686603,0.858972,0
0.0410902,0.908688,0.95891,0
0.329732,0.267262,0.670268,0
0.181643,0.596348,0.818357,0
0.12083,0.731488,0.87917,0
0.0120304,0.973266,0.98797,0
0.0408656,0.909188,0.959134,0
0.00298172,0.993374,0.997018,0
0.478808,0.576159,0.521192,1
0.100678,0.776272,0.899322,0
0.186343,0.585904,0.813657,0
0.177826,0.60483,0.822174,0
0.0588604,0.869199,0.94114,0
0.0714057,0.841321,0.928594,0
0.00167298,0.996282,0.998327,0
0.861081,0.69129,0.138919,2
0.279809,0.378203,0.720191,0
0.109394,0.756902,0.890606,0
0.0719114,0.840197,0.928089,0
0.41432,0.0792897,0.58568,0
0.620416,0.156479,0.379584,2
0.121118,0.730848,0.878882,0
0.0726933,0.838459,0.927307,0
0.330793,0.264905,0.669207,0
0.917254,0.816121,0.0827457,2
0.63885,0.197443,0.36115,2
0.688401,0.307558,0.311599,2
0.0410452,0.908788,0.958955,0
0.134419,0.701291,0.865581,0
0.902059,0.782352,0.0979415,2
0.0462705,0.897177,0.953729,0
0.858371,0.685269,0.141629,2
positive_prob,confidence,negative_prob,sentiment
0.0564156,0.874632,0.943584,0
0.0046088,0.989758,0.995391,0
0.61656,0.147912,0.38344,2
0.0591139,0.868636,0.940886,0
0.151419,0.663513,0.848581,0
0.850785,0.668411,0.149215,2
0.0488378,0.891472,0.951162,0
0.333629,0.258602,0.666371,0
0.126281,0.719375,0.873719,0
0.959045,0.908988,0.0409553,2
0.0421635,0.906303,0.957836,0
0.191599,0.574224,0.808401,0
0.474148,0.482968,0.525852,1
0.650178,0.222619,0.349822,2
0.0421635,0.906303,0.957836,0
0.00396504,0.991189,0.996035,0
0.0204691,0.954513,0.979531,0
0.106834,0.762592,0.893166,0
0.0683088,0.848203,0.931691,0
0.0524979,0.883338,0.947502,0
0.023993,0.946682,0.976007,0
0.494217,0.884341,0.505783,1
0.0353062,0.921542,0.964694,0
0.0348374,0.922584,0.965163,0
0.135124,0.699724,0.864876,0
0.00526835,0.988293,0.994732,0
0.412213,0.0839714,0.587787,0
0.152123,0.661948,0.847877,0
0.031098,0.930893,0.968902,0
0.406585,0.0964789,0.593415,0
0.423333,0.0592588,0.576666,0
0.121477,0.73005,0.878523,0
0.141453,0.685661,0.858547,0
0.090432,0.79904,0.909568,0
0.192842,0.571463,0.807158,0
0.00326417,0.992746,0.996736,0
0.867362,0.70525,0.132637,2
0.798084,0.551298,0.201916,2
0.823859,0.608577,0.176141,2
0.416131,0.0752638,0.583869,0
0.618542,0.152317,0.381457,2
0.473542,0.470841,0.526458,1
0.682306,0.294013,0.317694,2
0.0433992,0.903557,0.956601,0
0.306628,0.318605,0.693372,0
0.0262166,0.941741,0.973783,0
0.230057,0.488763,0.769943,0
0.62053,0.156734,0.37947,2
0.393951,0.124554,0.606049,0
0.209903,0.533549,0.790097,0
0.196009,0.564424,0.803991,0
0.967503,0.927784,0.0324974,2
0.0411205,0.908621,0.958879,0
0.236642,0.474129,0.763358,0
0.23175,0.484999,0.76825,0
0.00116806,0.997404,0.998832,0
0.293798,0.347117,0.706202,0
0.209903,0.533549,0.790097,0
0.079051,0.824331,0.920949,0
0.636039,0.191197,0.363961,2
0.001617,0.996407,0.998383,0
0.47011,0.402206,0.52989,1
0.0596131,0.867526,0.940387,0
0.41706,0.0731995,0.58294,0
0.026027,0.942162,0.973973,0
0.335885,0.253589,0.664115,0
0.143197,0.681784,0.856803,0
0.268481,0.403375,0.731519,0
0.15801,0.648867,0.84199,0
0.0105977,0.97645,0.989402,0
0.0441686,0.901848,0.955831,0
0.421659,0.0629793,0.578341,0
0.464605,0.292104,0.535395,1
0.460186,0.203726,0.539814,1
0.276823,0.384837,0.723177,0
0.0994977,0.778894,0.900502,0
0.906191,0.791535,0.0938094,2
0.948764,0.886143,0.0512358,2
0.713994,0.364431,0.286006,2
0.832633,0.628074,0.167367,2
0.110099,0.755336,0.889901,0
0.0284739,0.936725,0.971526,0
0.0429626,0.904528,0.957037,0
0.0856202,0.809733,0.91438,0
0.0135673,0.969851,0.986433,0
0.820082,0.600182,0.179918,2
0.030734,0.931702,0.969266,0
0.258259,0.426091,0.741741,0
0.0849096,0.811312,0.91509,0
0.449078,0.00204841,0.550922,0
0.159935,0.644589,0.840065,0
0.837072,0.637937,0.162928,2
0.0149179,0.966849,0.985082,0
0.853276,0.673947,0.146724,2
0.182501,0.594441,0.817499,0
0.302199,0.328447,0.697801,0
0.640631,0.201402,0.359369,2
0.179642,0.600795,0.820358,0
0.313554,0.303213,0.686446,0
0.170059,0.622091,0.829941,0
0.0385121,0.914418,0.961488,0
0.148492,0.670018,0.851508,0
0.0805037,0.821103,0.919496,0
0.0861062,0.808653,0.913894,0
0.869115,0.709143,0.130885,2
0.450827,0.0165456,0.549173,1
0.333589,0.258691,0.666411,0
0.584791,0.0773123,0.41521,2
0.85878,0.686177,0.14122,2
0.755244,0.456097,0.244757,2
0.839175,0.642611,0.160825,2
0.248218,0.448404,0.751782,0
0.790436,0.534303,0.209564,2
0.182251,0.594998,0.817749,0
0.455964,0.119285,0.544036,1
0.218276,0.514942,0.781724,0
0.907188,0.79375,0.0928125,2
